Run,BioProject,SubGroup,g__Streptococcus,g__Actinomyces,g__Moraxella,g__Pseudomonas,g__Haemophilus,g__Granulicatella,g__Veillonella,g__Prevotella_7,g__Pasteurella,g__Rothia,g__Fusobacterium,g__Porphyromonas,g__Gemella,g__Janthinobacterium,g__Escherichia.Shigella,g__Atopobium,g__Stomatobaculum,g__Alloprevotella,g__Oribacterium,g__Neisseria,g__Limosilactobacillus,g__Abiotrophia,g__Leptotrichia,g__Prevotella,g__Ligilactobacillus,g__Capnocytophaga,g__Stenotrophomonas,g__Lautropia,g__Campylobacter,g__Corynebacterium,g__Acinetobacter,g__TM7x,g__Scardovia,g__Aeromonas,g__Staphylococcus,g__Bifidobacterium,g__Propionibacterium,g__Mogibacterium,g__Lachnoanaerobaculum,g__Tannerella,g__Alloscardovia,g__Flavobacterium,g__Megasphaera,g__Brevundimonas,g__Actinobacillus,g__F0058,g__Selenomonas,g__Fretibacterium,g__Centipeda,g__Tropheryma,g__Anaeroglobus,g__Turicibacter,g__Treponema,g__Romboutsia,g__Erysipelatoclostridium,g__Parvimonas,g__ASF356,g__Lactobacillus,g__Prevotellaceae.NK3B31.group,g__Lactococcus,g__Catonella,g__Dolosigranulum,g__Bergeyella,g__Filifactor,g__Akkermansia,g__Mycoplasma,g__Anaeroplasma,g__Peptostreptococcus,g__A2,g__Dialister,g__Lentimicrobium,g__Prevotellaceae.UCG.001,g__Rikenellaceae.RC9.gut.group,g__Lachnospiraceae.NK4A136.group,g__Clostridioides,g__Oscillibacter,g__Colidextribacter,g__Kingella,g__Phocaeicola,g__Granulicella,g__Solobacterium,g__Bacteroides,g__Planktomarina,g__Synechococcus.CC9902,g__HIMB11,g__Cardiobacterium,g__Propionigenium,g__Polaribacter,g__Paracoccus,g__Sulfurovum,g__Proteiniclasticum,g__Clade.Ia,g__Sphingomonas,g__.Eubacterium..nodatum.group,g__Amylibacter,g__Thermovirga,g__Nitrospira,g__Methanosaeta,g__Faecalibacterium,g__Arachidicoccus,g__Butyrivibrio,g__Marinifilum,g__Paludibacter,g__Syner.01,g__Methanolinea,g__Allobaculum,g__Johnsonella,g__Cyanobium.PCC.6307,g__Agathobacter,g__Tepidibacter,g__Candidatus.Saccharimonas,g__Polynucleobacter,g__Odoribacter,g__NS4.marine.group,g__Anaerolineaceae.UCG.001,g__Blastococcus,g__Cutibacterium,g__Blautia,g__Ileibacterium,g__Mobiluncus,g__Aminobacterium,g__Lachnospira,g__Pyramidobacter,g__Shuttleworthia,g__Fusibacter,g__Pseudarcicella,g__UCG.002,g__Proteiniphilum,g__Sulfitobacter,g__Oceanicaulis,g__F0332,g__Rhodovastum,g__Lutibacter,g__Chroococcidiopsis.SAG.2023,g__Dongia,g__.Eubacterium..yurii.group,g__Fusicatenibacter,g__Ercella,g__Candidatus.Actinomarina,g__Pseudarcobacter,g__Magnetovibrio,g__RBG.16.49.21,g__Petrimonas,g__Marmoricola,g__Gaiella,g__Endomicrobium,g__Rhodocytophaga,g__Blvii28.wastewater.sludge.group,g__Dubosiella,g__SWB02,g__Ilumatobacter,g__Acidothermus,g__Chryseobacterium,g__Prevotella_9,g__Aeromicrobium,g__Cryptobacterium,g__Tuzzerella,g__UCG.005,g__Ulvibacter,g__Streptomyces,g__Exilispira,g__Amnipila,g__ML602J.51,g__.Ruminococcus..gnavus.group,g__hgcI.clade,g__Pseudorhodobacter,g__RB41,g__Aurantivirga,g__Anaerolinea,g__Fluviicola,g__Family.XIII.UCG.001,g__Cryptanaerobacter,g__Mangrovibacterium,g__Mucilaginibacter,g__Balneola,g__Sediminibacterium,g__Enterococcus,g__Klebsiella,g__Fructilactobacillus,g__Hungatella,g__Serratia,g__Sphingobacterium,g__Alcaligenes,g__Finegoldia,g__Aggregatibacter,g__Subdoligranulum,g__Pseudochrobactrum,g__Eikenella,g__Geobacillus,g__Dorea,g__Dysgonomonas,g__.Ruminococcus..torques.group,g__Ruminococcus,g__Arsenicicoccus,g__Anaerostipes,g__Sphaerochaeta,g__CL500.29.marine.group,g__Luteococcus,g__.Eubacterium..hallii.group,g__Lacticaseibacillus,g__Castellaniella,g__.Eubacterium..eligens.group,g__Alistipes,g__Carnobacterium,g__Megamonas,g__Erysipelotrichaceae.UCG.003,g__Comamonas,g__Enhydrobacter,g__Yoonia.Loktanella,g__Collinsella,g__Lachnoclostridium,g__Cloacibacterium,g__Monoglobus,g__Micrococcus,g__Shinella,g__Lachnospiraceae.ND3007.group,g__Aquabacterium,g__DMER64,g__Coprococcus,g__Sphingorhabdus,g__.Eubacterium..ruminantium.group,g__Gemmobacter,g__Candidatus.Arthromitus,g__Catenibacterium,g__Parabacteroides,g__Parasutterella,g__Parapusillimonas,g__Limnobacter,g__Tissierella,g__Phascolarctobacterium,g__Arcobacter,g__CAG.56,g__Hydrogenophaga,g__.Eubacterium..siraeum.group,g__Thiobacillus,g__.Eubacterium..saphenum.group,g__Candidatus.Methylopumilus,g__Parascardovia,g__Limnohabitans,g__Asteroleplasma,g__Ralstonia,g__Rhodanobacter,g__NK4A214.group,g__Anaerococcus,g__Peptoniphilus,g__Gardnerella,g__Morganella,g__Muribaculum,g__Burkholderia.Caballeronia.Paraburkholderia,g__Roseburia,g__NS3a.marine.group,g__Brevinema,g__Bilophila,g__HT002,g__Achromobacter,g__Sutterella,g__S5.A14a,g__Nautella,g__Mucispirillum,g__Rhodococcus,g__Latilactobacillus,g__Thioalkalispira.Sulfurivermis,g__Helicobacter,g__Clostridium.sensu.stricto.1,g__UCG.003,g__Arenimonas,g__Hymenobacter,g__MND1,g__Streptobacillus,g__Candidatus.Nucleicultrix,g__Bulleidia,g__Edaphobaculum
SRR12783997,PRJNA667797,COPD_Exacerbation,0,0.001284369,0,0,0,0,0,0.188718032,0,0.006046788,0.018556202,0.01332026,0,0,0,0.000442837,0.029041046,0.006458059,0.014217445,0,0,0,0.182568019,0.030872918,0,0.00489909,0,0,0.024460104,0.000822156,0,0.03214197,0.000971493,0,0,0,0,0.000925284,0.005432321,0.001379406,0,0,0,0.005288984,0,0.002744569,0,0,0,0,0,0,0,0.001477076,0,0.000753014,0,0,0,0,0.023486924,0,0,0.000609826,0,0,0,0.002563618,0,0,0,0,0,0,0,0,0,0,0,0,0.021064944,0.005470318,0.02215294,0.057875516,0,0.005832982,0,0,0,0,0,0.014718293,0,0,0.003475657,0,0,0.00184366,0,0,0,0,0.016531624,0,0.004019655,0.008734309,0,0,0,0,0,0,0,0.012542301,0.019795615,0,0,0.001118328,0.003112989,0,0,0.002024994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009640975,0,0,0.003475657,0,0,0,0.007464979,0,0.000755664,0,0,0,0,0,0,0,0,0,0,0,0,0.004563653,0.00184366,0,0,0,0,0,0,0.004744987,0,0,0,0,0,0.00619565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR12783998,PRJNA667797,COPD_Exacerbation,0,0.011129548,0,0,0,0,0,0.297270864,0,0.037273256,0.035057628,0.036578676,0,0,0,0.003759528,0.012157691,0.032540614,0.011554843,0,0,0,0.030984929,0.143448692,0,0.013429217,0,0,0.00920247,0.002698529,0,0.016086083,0,0,0,0,0,0.003566752,0.006846686,0.002273196,0,0,0,0.002192978,0,0.001251533,0,0.031329508,0,0,0,0,0,0.002959943,0,0.009041621,0,0,0,0,0.003351592,0,0.004740841,0.01543462,0,0,0,0.009034611,0,0,0,0,0,0,0,0,0,0,0.001300342,0,0.02666335,0.008039881,0,0,0,0.011721265,0,0,0,0,0,0,0,0.010638507,0,0,0,0.00565781,0,0,0.005441256,0,0,0,0.004791603,0,0,0,0,0,0.00348549,0,0,0,0,0,0,0,0,0,0,0,0.00132677,0.00782333,0,0,0,0,0,0,0,0,0,0,0,0.003275736,0,0,0,0,0,0,0,0,0,0,0,0,0.002626083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00132677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR12784000,PRJNA667797,COPD_Exacerbation,0,0.019759357,0,0,0,0,0,0.495596984,0,0.014788285,0.035284918,0.018235896,0,0,0,0.001651508,0.006524909,0.011551847,0.014354296,0,0,0,0.043908608,0.072494932,0,0.008648835,0,0,0.014022787,0.002930554,0,0.004790428,0,0,0,0,0,0.001584608,0.004814302,0.0017325,0,0,0,0.002345704,0,0.000735125,0,0.003535523,0,0,0,0,0,0,0,0.001970952,0,0,0,0,0.005384152,0,0.003077755,0.005828761,0,0.000566468,0,0.004549438,0,0,0,0,0,0,0,0,0,0,0.000228705,0,0.028500243,0,0,0,0,0.005720483,0,0,0,0,0,0,0,0.006142333,0,0,0,0,0,0,0.009938959,0,0,0,0,0,0,0,0,0,0.006896931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002345704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00150201,0,0.00382217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001291085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR12784001,PRJNA667797,COPD_Exacerbation,0,0.017701637,0,0,0,0,0,0.370840185,0,0.011892066,0.019887386,0.026997666,0,0,0,0.002312664,0.01300199,0.0120204,0.009511734,0,0,0,0.059956867,0.107921048,0,0.01851596,0,0,0.008989226,0.005361886,0,0.00751524,0,0,0,0,0,0.002547503,0.008544971,0.004044831,0,0,0,0,0,0.00142992,0,0,0,0,0,0,0,0.001703541,0,0.001254436,0,0,0,0,0.001549577,0,0.101432488,0.002097108,0,0,0,0.001965946,0,0,0,0,0,0,0,0,0,0,0.00191797,0,0.02223093,0.002366858,0,0,0,0.006261775,0,0,0,0,0,0,0,0.010156689,0,0,0,0,0,0,0.007040757,0,0,0,0,0,0,0,0,0,0.002221558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002366858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR12784002,PRJNA667797,COPD_Exacerbation,0,0.014742313,0,0,0,0,0,0.30052629,0,0.017772907,0.07387029,0.056923673,0,0,0,0.003485541,0.010787974,0.050159922,0.014899804,0,0,0,0.027045646,0.094581112,0,0.030804495,0,0,0.020062672,0.005684947,0,0.009509667,0,0,0,0.001964079,0,0.002555376,0.009641888,0.005776095,0,0,0,0.005744036,0,0,0,0,0,0,0,0,0,0.003788993,0,0.006105405,0,0,0,0,0.005154404,0,0.008050512,0.008699041,0,0,0,0.005407457,0,0,0,0,0,0,0,0,0,0,0,0,0.029481273,0,0,0,0,0.034316637,0,0,0,0,0,0,0,0.014535606,0,0,0,0.002227409,0,0,0.014975185,0,0,0,0.00178783,0,0.0105794,0,0,0,0.001497767,0,0,0,0,0,0,0,0,0,0,0.008381506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002227409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR12784004,PRJNA667797,COPD_Exacerbation,0,0.010043973,0,0,0,0,0,0.246017791,0,0.008579181,0.135778979,0.051216056,0,0,0,0.002245535,0.029539657,0.012318755,0.021971231,0,0,0,0.122087571,0.081352216,0,0.026778307,0,0,0.008648732,0.000649601,0,0.014046857,0,0,0,0.002650077,0,0.001004445,0.010369158,0.019447539,0,0,0,0.000773885,0,0,0,0,0,0,0,0,0,0.000921166,0,0.001030485,0,0,0,0,0.006025755,0,0.003879807,0.007123809,0,0,0,0.00277677,0,0,0,0,0,0,0,0,0,0,0.000401635,0,0.024976891,0.006972214,0,0,0,0.010809277,0,0,0,0,0,0,0,0.006824635,0,0,0,0,0,0,0.010366541,0,0,0,0.00047875,0,0.007267372,0,0,0,0.008932918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008300428,0,0,0,0,0,0,0,0,0,0,0,0,0.000921464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR12784006,PRJNA667797,COPD_Exacerbation,0,0.005022477,0,0,0,0,0,0.438594646,0,0.007566954,0.011738854,0.000850588,0,0,0,0.000682891,0.017236708,0.048113567,0.002912132,0,0,0,0.019082965,0.033491717,0,0.000367067,0,0,0.002733066,0.000578848,0,0.00044866,0,0,0,0.000702874,0,0.000958815,0.009648269,0,0,0,0,0.001217176,0,0,0,0,0,0,0,0,0,0.00419203,0,0.000180894,0,0,0,0,0.000175513,0,0,0.000254543,0,0,0,0.000390004,0,0,0,0,0,0,0,0,0,0,0,0.016432138,0.014515292,0.002295402,0,0,0,0.001097374,0,0,0.006459261,0,0.006728106,0,0.006488501,0.001217176,0,0.025896563,0,0.000857768,0.003972641,0.001336979,0.000857768,0,0,0.006009291,0,0,0,0,0.004931065,0,0,0,0,0,0,0.003014218,0.001935994,0.003733036,0,0,0.001696387,0.000618161,0,0.001816189,0,0,0.001696387,0.006368699,0,0,0,0,0,0,0.002535007,0.000258855,0,0.00564988,0,0,0,0,0.002894415,0.001576584,0,0,0.019427209,0,0,0,0.003134021,0,0,0,0,0,0,0,0,0,0,0,0,0.003613233,0,0,0,0,0,0,0,0.003253826,0.000498358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR12784007,PRJNA667797,COPD_Exacerbation,0,0.035427664,0,0,0,0,0,0.364300291,0,0.04802054,0.013467747,0.002782474,0,0,0,0.006263371,0.00369237,0.03409136,0.007146732,0,0,0,0.025380344,0.130158326,0,0.006083708,0,0,0.003186456,0.001201486,0,0.064874907,0,0,0,0.013232924,0,0.000240279,0.000850065,0.000569731,0,0,0,0.000511608,0,0,0,0,0,0,0,0,0,0,0,0.000206912,0,0,0,0,0.001265149,0,0.000468306,0.000913107,0,0,0,0.000900731,0,0,0,0,0,0,0,0,0,0,0,0,0.04486772,0.000755325,0,0,0,0.004289189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001486468,0,0,0,0,0,0.000633465,0,0,0,0.011549743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001608324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR12784008,PRJNA667797,COPD_Exacerbation,0,0.00521048,0,0,0,0,0,0.002076187,0,0.008235997,0.000193167,0.000628306,0,0,0,0.000330003,0.000337074,0.028322679,0.000189496,0,0,0,0.000170982,0.000162303,0,0.000723434,0,0,0.00050435,0.000906553,0,0,0.000491904,0,0,0,0,0,0.000499027,0,0,0,0,0.002301061,0,0,0,0,0,0,0,0,0,0.000471183,0,0.000126113,0,0,0,0,0,0,0,0.000239866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.428494881,0.001250853,0.001537273,0,0,0,0,0,0,0.006954927,0,0.00822042,0,0.035716796,0,0,0.019486297,0,0,0.002396535,0.057580233,0,0,0,0.006215477,0,0,0,0,0,0,0,0,0,0,0,0.005260741,0.001919168,0,0,0,0.003255797,0,0.000296118,0,0,0,0.001632747,0.001059906,0,0,0,0.01633567,0,0,0.004019585,0.000487065,0,0.003446744,0,0,0,0,0.001537273,0.001919168,0,0,0.000868959,0,0,0.001059906,0.00335127,0.001728221,0.010893679,0,0.00822042,0,0,0,0,0.023842485,0,0,0,0.003255797,0,0,0.005165268,0,0,0,0,0.005069794,0,0.00659737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR12784009,PRJNA667797,COPD_Exacerbation,0,0.024172506,0,0,0,0,0,0.306809417,0,0.043033748,0.040560705,0.017081155,0,0,0,0.003537116,0.012110046,0.031295777,0.007204268,0,0,0,0.041780582,0.032699606,0,0.002030098,0,0,0.012441531,0.002484436,0,0.024296349,0.001470948,0,0,0,0,0.004110592,0.003762459,0.001243304,0,0,0,0.000680555,0,0.000511895,0,0.045119982,0,0,0,0,0,0.000976295,0,0.019927131,0,0,0,0,0.004821926,0,0.000368543,0.032732105,0,0.002572872,0,0.014371183,0,0,0,0,0,0,0,0,0,0,0.002046717,0,0.028088367,0.000941578,0,0,0,0.005901089,0,0,0,0,0,0,0,0.003812873,0,0,0,0.001463633,0,0,0.00511801,0,0,0,0.001594147,0.000811065,0.001463633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000941578,0.008250329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000680555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002638253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR12784010,PRJNA667797,COPD_Exacerbation,0,0.024894355,0,0,0,0,0,0.370525689,0,0.05602573,0.031531924,0.002958574,0,0,0,0.004113057,0.019560582,0.033848587,0.010496558,0,0,0,0.039359769,0.027063156,0,0.00257068,0,0,0.005441265,0.001634162,0,0.022478391,0.005226035,0,0,0,0,0.004323742,0.006025464,0.001359362,0,0,0,0.001906048,0,0,0,0.01011232,0,0,0,0,0,0.001547351,0,0.008835366,0,0,0,0,0.005663114,0,0,0.019268612,0,0,0,0.013092924,0,0,0,0,0,0,0,0,0,0,0.000647496,0,0.044738129,0.00303321,0,0,0,0.00153033,0,0,0,0,0,0,0,0.008669009,0,0,0,0,0,0,0.004348229,0,0,0,0,0,0,0,0,0,0.003903527,0,0,0,0,0,0,0,0,0.00810543,0,0,0.00153033,0.003596789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001906048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002845349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR12784011,PRJNA667797,COPD_Exacerbation,0,0.034348896,0,0,0,0,0,0.381337347,0,0.058028978,0.063993486,0.011971705,0,0,0,0.001320665,0.008728769,0.023709507,0.006298478,0,0,0,0.048669315,0.025056505,0,0.004578929,0,0,0.012864941,0.00241893,0,0.017114223,0.001795243,0,0,0,0,0.003864758,0.006928758,0,0,0,0,0.001450875,0,0.001245347,0,0.007422833,0,0,0,0,0,0,0,0.006534495,0,0,0,0,0.005904336,0,0.00044265,0.023488554,0,0.001337477,0,0.013665904,0,0,0,0,0,0,0,0,0,0,0.002278245,0,0.032254511,0,0,0,0,0,0,0,0,0,0,0,0,0.007611604,0,0,0,0,0,0,0.008243472,0,0,0,0,0,0,0,0.002714615,0,0.012881095,0,0,0,0,0,0,0,0,0,0,0,0,0.002240712,0,0,0,0,0,0,0.001608844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00287258,0,0.000661038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002714615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR12784017,PRJNA667797,COPD_Exacerbation,0,0.009104652,0,0,0,0,0,0.009654954,0,0.19524158,0.071340457,0.03216717,0,0,0,0,0.001688925,0,0.001649054,0,0,0,0.010895291,0.016251914,0,0.009524992,0,0,0.004575984,0.002181844,0,0.007648604,0.000747099,0,0,0,0,0,0.001661905,0,0,0.024129167,0,0,0,0.000521807,0,0,0,0,0,0,0,0.001719414,0,0.001425985,0,0,0,0,0.003893411,0,0,0.005810729,0,0,0,0.003458918,0,0,0,0,0,0,0,0,0,0,0,0,0.010044698,0.001907007,0.04259547,0.072955321,0,0,0,0.073268309,0,0,0,0,0,0,0.026633072,0,0,0.004410912,0,0,0.002532983,0,0.051359137,0,0.011609642,0,0,0,0,0,0,0.017556416,0,0,0.015991476,0,0,0,0,0,0,0,0,0,0,0.005662864,0,0,0.006914817,0,0,0,0,0,0,0,0,0,0,0.006914817,0,0.008479757,0,0,0,0.012235618,0,0.005662864,0,0,0,0,0,0,0,0,0,0,0.005662864,0,0.01129665,0.012548606,0.005975852,0,0,0.003158959,0,0,0.006914817,0.003471947,0,0,0,0,0,0.003158959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR12784018,PRJNA667797,COPD_Exacerbation,0,0.440014852,0,0,0,0,0,0.002982868,0,0.04344314,0.000847884,0.001259322,0,0,0,0.007548268,0.001278922,0.000707576,0.000431409,0,0,0,0.005203778,0.00160055,0,0.000615913,0,0,0.020093748,0.009882354,0,0,0.001424596,0,0,0,0,0,0.003056695,0.000556105,0,0,0,0,0,0,0,0.000943047,0,0,0,0,0,0,0,0.000231707,0,0,0,0,0,0,0,0.000413282,0,0,0,0.000139934,0,0,0,0,0,0,0,0,0,0,0,0.047677637,0.011566736,0.00493412,0,0,0,0.002968901,0,0,0.017060841,0,0,0,0.028271098,0,0,0.001249334,0,0,0.007636297,0.004442815,0,0,0,0,0,0,0,0,0,0,0.00140468,0,0,0,0,0.010092821,0.007881949,0.001986291,0,0,0,0.001986291,0,0,0,0,0.004197163,0,0,0,0.005179773,0.003214553,0,0,0.007144992,0,0.002723248,0,0,0,0,0,0,0.009110211,0.003705858,0,0.002477596,0,0,0.00591673,0.006162382,0.003705858,0,0,0.006653687,0,0,0.002968901,0,0,0,0,0,0,0,0,0.006653687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR12784021,PRJNA667797,COPD_Exacerbation,0,0.076047568,0,0,0,0,0,0.103116811,0,0.516435865,0.007008582,0.00233464,0,0,0,0.004591146,0.005039882,0.007379442,0.009884513,0,0,0,0.011934907,0.020152987,0,0.064008155,0,0,0.001034975,0,0,0.014548644,0.001073292,0,0,0.005247316,0,0,0.002913932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002485073,0,0.002940034,0,0,0,0,0.005357265,0,0.002364811,0.002848647,0,0,0,0.003544605,0,0,0,0,0,0,0,0,0,0,0,0,0.056754362,0,0,0,0,0.002335899,0,0,0,0,0,0,0,0,0,0,0.001190243,0,0,0,0,0,0,0,0,0,0.00577285,0,0.009209807,0,0.00524933,0,0,0,0,0,0,0,0,0.002908721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001763071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002335899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
