Run,BioProject,SubGroup,g__Streptococcus,g__Actinomyces,g__Moraxella,g__Pseudomonas,g__Haemophilus,g__Granulicatella,g__Veillonella,g__Prevotella_7,g__Pasteurella,g__Rothia,g__Fusobacterium,g__Porphyromonas,g__Gemella,g__Janthinobacterium,g__Escherichia.Shigella,g__Atopobium,g__Stomatobaculum,g__Alloprevotella,g__Oribacterium,g__Neisseria,g__Limosilactobacillus,g__Abiotrophia,g__Leptotrichia,g__Prevotella,g__Ligilactobacillus,g__Capnocytophaga,g__Stenotrophomonas,g__Lautropia,g__Campylobacter,g__Corynebacterium,g__Acinetobacter,g__TM7x,g__Scardovia,g__Aeromonas,g__Staphylococcus,g__Bifidobacterium,g__Propionibacterium,g__Mogibacterium,g__Lachnoanaerobaculum,g__Tannerella,g__Alloscardovia,g__Flavobacterium,g__Megasphaera,g__Brevundimonas,g__Actinobacillus,g__F0058,g__Selenomonas,g__Fretibacterium,g__Centipeda,g__Tropheryma,g__Anaeroglobus,g__Turicibacter,g__Treponema,g__Romboutsia,g__Erysipelatoclostridium,g__Parvimonas,g__ASF356,g__Lactobacillus,g__Prevotellaceae.NK3B31.group,g__Lactococcus,g__Catonella,g__Dolosigranulum,g__Bergeyella,g__Filifactor,g__Akkermansia,g__Mycoplasma,g__Anaeroplasma,g__Peptostreptococcus,g__A2,g__Dialister,g__Lentimicrobium,g__Prevotellaceae.UCG.001,g__Rikenellaceae.RC9.gut.group,g__Lachnospiraceae.NK4A136.group,g__Clostridioides,g__Oscillibacter,g__Colidextribacter,g__Kingella,g__Phocaeicola,g__Granulicella,g__Solobacterium,g__Bacteroides,g__Planktomarina,g__Synechococcus.CC9902,g__HIMB11,g__Cardiobacterium,g__Propionigenium,g__Polaribacter,g__Paracoccus,g__Sulfurovum,g__Proteiniclasticum,g__Clade.Ia,g__Sphingomonas,g__.Eubacterium..nodatum.group,g__Amylibacter,g__Thermovirga,g__Nitrospira,g__Methanosaeta,g__Faecalibacterium,g__Arachidicoccus,g__Butyrivibrio,g__Marinifilum,g__Paludibacter,g__Syner.01,g__Methanolinea,g__Allobaculum,g__Johnsonella,g__Cyanobium.PCC.6307,g__Agathobacter,g__Tepidibacter,g__Candidatus.Saccharimonas,g__Polynucleobacter,g__Odoribacter,g__NS4.marine.group,g__Anaerolineaceae.UCG.001,g__Blastococcus,g__Cutibacterium,g__Blautia,g__Ileibacterium,g__Mobiluncus,g__Aminobacterium,g__Lachnospira,g__Pyramidobacter,g__Shuttleworthia,g__Fusibacter,g__Pseudarcicella,g__UCG.002,g__Proteiniphilum,g__Sulfitobacter,g__Oceanicaulis,g__F0332,g__Rhodovastum,g__Lutibacter,g__Chroococcidiopsis.SAG.2023,g__Dongia,g__.Eubacterium..yurii.group,g__Fusicatenibacter,g__Ercella,g__Candidatus.Actinomarina,g__Pseudarcobacter,g__Magnetovibrio,g__RBG.16.49.21,g__Petrimonas,g__Marmoricola,g__Gaiella,g__Endomicrobium,g__Rhodocytophaga,g__Blvii28.wastewater.sludge.group,g__Dubosiella,g__SWB02,g__Ilumatobacter,g__Acidothermus,g__Chryseobacterium,g__Prevotella_9,g__Aeromicrobium,g__Cryptobacterium,g__Tuzzerella,g__UCG.005,g__Ulvibacter,g__Streptomyces,g__Exilispira,g__Amnipila,g__ML602J.51,g__.Ruminococcus..gnavus.group,g__hgcI.clade,g__Pseudorhodobacter,g__RB41,g__Aurantivirga,g__Anaerolinea,g__Fluviicola,g__Family.XIII.UCG.001,g__Cryptanaerobacter,g__Mangrovibacterium,g__Mucilaginibacter,g__Balneola,g__Sediminibacterium,g__Enterococcus,g__Klebsiella,g__Fructilactobacillus,g__Hungatella,g__Serratia,g__Sphingobacterium,g__Alcaligenes,g__Finegoldia,g__Aggregatibacter,g__Subdoligranulum,g__Pseudochrobactrum,g__Eikenella,g__Geobacillus,g__Dorea,g__Dysgonomonas,g__.Ruminococcus..torques.group,g__Ruminococcus,g__Arsenicicoccus,g__Anaerostipes,g__Sphaerochaeta,g__CL500.29.marine.group,g__Luteococcus,g__.Eubacterium..hallii.group,g__Lacticaseibacillus,g__Castellaniella,g__.Eubacterium..eligens.group,g__Alistipes,g__Carnobacterium,g__Megamonas,g__Erysipelotrichaceae.UCG.003,g__Comamonas,g__Enhydrobacter,g__Yoonia.Loktanella,g__Collinsella,g__Lachnoclostridium,g__Cloacibacterium,g__Monoglobus,g__Micrococcus,g__Shinella,g__Lachnospiraceae.ND3007.group,g__Aquabacterium,g__DMER64,g__Coprococcus,g__Sphingorhabdus,g__.Eubacterium..ruminantium.group,g__Gemmobacter,g__Candidatus.Arthromitus,g__Catenibacterium,g__Parabacteroides,g__Parasutterella,g__Parapusillimonas,g__Limnobacter,g__Tissierella,g__Phascolarctobacterium,g__Arcobacter,g__CAG.56,g__Hydrogenophaga,g__.Eubacterium..siraeum.group,g__Thiobacillus,g__.Eubacterium..saphenum.group,g__Candidatus.Methylopumilus,g__Parascardovia,g__Limnohabitans,g__Asteroleplasma,g__Ralstonia,g__Rhodanobacter,g__NK4A214.group,g__Anaerococcus,g__Peptoniphilus,g__Gardnerella,g__Morganella,g__Muribaculum,g__Burkholderia.Caballeronia.Paraburkholderia,g__Roseburia,g__NS3a.marine.group,g__Brevinema,g__Bilophila,g__HT002,g__Achromobacter,g__Sutterella,g__S5.A14a,g__Nautella,g__Mucispirillum,g__Rhodococcus,g__Latilactobacillus,g__Thioalkalispira.Sulfurivermis,g__Helicobacter,g__Clostridium.sensu.stricto.1,g__UCG.003,g__Arenimonas,g__Hymenobacter,g__MND1,g__Streptobacillus,g__Candidatus.Nucleicultrix,g__Bulleidia,g__Edaphobaculum
SRR17478070,PRJNA795297,COPD_Stable,0.189487018,0.006869737,0,0,0.051550376,0.09804489,0.130802347,0.156880369,0,0.021304075,0.013371887,0.00936137,0.116255482,0,0.000193641,0.00264074,0.004162609,0.004094758,0.000869225,0.007275147,0.000354236,0.003209392,0.007778679,0.024685555,0.000629734,0.002630608,0,0.001159667,0.004942845,0.002328286,4.07E-05,0.007412261,0,0,0,0,0,0.000565241,0.001361201,0.000226519,0,0,0.00664251,0,0.00047615,0,0,0,0,0,0,0,0.001501874,0.000162015,0,0.001128574,0,0,0,0,0.001640016,0,0,0.001687572,0,0,0,0.000995923,0,0.00072463,0,0,0,0,0,0,0,0,0.000269666,0,0.010662492,0.005137603,0,0,0,0.000402035,0,0,0,0,0,0,0,0.00238526,0,0,0,0,0.001567862,0,0.00030545,0,0,0,0,0,0,0,0.002811188,0,0,0,0,0,0,0,5.40E-05,0.000494499,0,0,0,0.000230642,0.00010571,0,0,0,0.001502485,0,0,0,0,0,0,0,0,0,0.000375233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005066486,0,0,0,0.001738748,0,0,0.00062752,0,0.000104604,0,0.000188482,0,0,6.29E-05,3.75E-05,0,0,7.72E-05,0,0,0.000575465,0.000962119,0,0,0,0,0,0,0,0.000101091,0,0,0,0,3.75E-05,0,0,0.000274721,0,0.000474488,0,0,0,0,0,0,0,0,0.000140814,0,0,0,0.000450655,0,0.000267928,0,0,0,6.93E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR17478071,PRJNA795297,COPD_Stable,0.102624408,0.004283192,0,0,0.011908552,0.000374752,0.367130556,0.134150627,0,0.024492277,0.004009268,0.003277396,0.001492255,0,0,0.002394681,0.00120332,0.000860322,0.00025962,0.000622496,0.000214297,0.000991893,0.002190638,0.004477908,0,0.000237113,0,0.001583998,0.005991056,9.31E-05,0.000430578,0,0.001057941,0.000163067,0,0,0,0,0.000187534,0.00017916,0,0,0.001403076,0,0,0,0,0,0,0,0,0,0,4.04E-05,0,0,0,8.24E-05,0,0,0.00011465,0,0,0.000158291,0,0,0,0.000194635,0,0.000102069,0,0,0,0,0,0,0,0,0,0,0.002007774,0.000153932,0,0,0,0.000116268,0,0,0,0,0,0,0,0.000150685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000407453,0,0,0,0,0,0,0,0,0,0,0,0,0.000101802,0.009371481,0,0,0,0,0,0,6.52E-05,0,0.000162918,0,0,0,0,0,0,0,3.30E-05,0.000500075,0,0,0.000180179,0,0,0,0,0,0,0,0,0.000250288,0,0,0,0,0,0,0,6.10E-05,0,0,0.000215234,0,0,0,0,0,0,0,0.000138114,0,0,0,0,0.000348441,0,0,0,6.10E-05,0,0.000493788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR17478072,PRJNA795297,COPD_Exacerbation,0.161609182,0.010091304,0.010535915,0,0.051286201,0,0.368798692,0.108866006,0,0.001752316,0.003530183,0.001239162,0.002799129,0,0,0.005187786,0.003004711,0.003039358,0.003134317,0.001908857,6.31E-05,0.000421786,0.031447048,0.013656679,0.003700617,0.002266982,0.001388924,0.00106479,0.00166538,0.000158036,0,0.002354026,0.011092959,0,0,0,0,0.00024092,0.001669677,0.000532778,0,0,0.004301645,0,0.000225716,0,0,0,0,0,0.000256985,0,0,0,0,0.000314909,0,0.00395986,0,0,0.000227495,0,0,0.000241915,0,3.49E-05,0,0.000411017,0,0.000554441,0,0,0,0,0,0,0,0,0,0,0.002760921,5.94E-05,0,0,0,0.000119539,0,0,0,0,0,0,0,0.000249524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000296009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.78E-05,0,0,0,0.000499426,0,0,0.000156592,0.001741526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.31E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR17478073,PRJNA795297,COPD_Stable,0.171344535,0.013214136,0,0.058701444,0.007871388,0.002234591,0.108652074,0.122304527,0,0.011515939,0.002271209,0.048226401,0.001042904,0,0.00071042,0.001055753,0.000198536,0.022382443,0.000842412,0.001965688,0,0.002740168,0.005729178,0.033725349,0,0.003766531,0,0.001356466,0.001081263,0.000225146,0,0.00175036,0,0.018056227,0,0.000558791,0,0.000264274,0.00014889,0.001122759,0,0,0.000903489,0.004450148,0,0,0,0,0,0,0,0,0.000141606,0.004111923,0,7.18E-05,0,0,0,0.007368088,0.000719251,0,0,0,0,0.000176495,0,0.00057442,0,0.000142298,0,0,0,0,0,0,0,0,0,0,0.003580578,0.003131347,0,0,0,0.000314763,0,0,0,0,0,0,0,0.000304567,0,0,0,0,0.005933756,0,0,0,0,0,0,0,0,0,0.002166209,0,0,0,0,0,0,0,0.000212994,0.001882323,0,0,0,0.000665622,0,0,0,0,0.000671798,0,0,0,0,0,0,0,0,0,0.000823939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016811523,0.100542485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005645519,0,0,0.000167312,0.000420586,0.003652192,0.001134504,0,0.000463368,0.019952062,0.000372032,0.001023725,0,0,0,0,0.003854047,0.000561272,0,0,0.000450387,0,0,0,0.000157559,0.015107518,0.000712663,0,0.000487812,0.000107095,0,0,0,0.000107095,0.000649583,0,0,9.81E-05,0,0.000573887,0.000220639,0,0.001583167,0,0,0,0,0.001469623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR17478074,PRJNA795297,COPD_Stable,0.125893968,0.012410407,0,0.048399886,0.008095555,0.000917951,0.207212689,0.131138043,0,0.030206296,0.002151583,0.04364821,0.001866967,0,0,0.000740372,0.000360049,0.006526815,0.001439128,0.004075172,0,0.001616989,0.00450965,0.012095808,0,0.001268417,0,0.001710007,0.000996874,0.001303707,0,0.001953515,0,0.006380001,0,0.000525486,0,0,0.000291125,0.000396433,0,0,0.002227817,0.007846177,0,0,0,0,0,0,0.000102757,0,0,0.002001416,0,0.000291998,0,0,0,0.004877932,0.000629014,0,0,0.000163266,0,0.000150399,0,0.000600411,0,0.001055712,0,0,0,0,0,0,0,0,0,0,0.002009045,0.031442489,0,0,0,0,0,0,0,0,0,0,0,0.000329012,0,0,0,0,0.013360761,0,0.000120767,0,0,0,0,0,0,0,0.008309002,0,0,0,0,0,0,0,0.000159044,0.003929372,0,0,0,0.00209876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006399212,0,0,0,0,0,0,0,0,0,0,0.002820036,0,0.010423079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001898556,0,0,0,0.00017549,0.001539399,0.001030454,0,0.000740802,0.015394592,0.001028289,0.000648248,0,0.002419259,0,0,0.00456461,0,0,0,0,0.001260609,0.002119576,0,0,0,0.000282347,0,0,0.000517181,0,0.000385659,0,0.000724387,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002230086,0,0,0,0,0,0,7.52E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR17478075,PRJNA795297,COPD_Stable,0.03086088,0.001991186,0,0.022888177,0,0,0.027467112,0.010353767,0,0.008846778,0,0.002376389,0,0,0.002153166,0.000126854,0,0.002023526,0,0.003484278,0,5.17E-05,0.000461807,0.014128166,0,0.000376752,0,0.004320793,0.000332161,0.005265324,0.009861667,0.000704043,0,0.007856609,0.006606306,0.007851632,0,0.000115222,0,0,0,0,0.001391586,0.001314139,0,0,0,0,0,0,0,0,0,0.006864026,0,0,0,0,0,0.009177112,0,0,0,9.68E-05,0,0,0,0,0,0.001434262,0,0,0,0,0,0,0,7.26E-05,0.000347922,0,0.00047254,0.036666053,0,0,0,0,0,0,0.003229548,0,0,0,0,0,0,0,0,0,0.052312979,0,0,0,0,0,0,0,0,0,0.00951483,0,0,0,0,0,0,0.000638316,0.11172733,0.022043608,0,0,0,0.003495474,6.95E-05,0,0,0,0.003531861,0,0,0,0,0,0,0,0,0,0.008755796,0,0,0.002386733,0,0,0,0,0,0,0,0,0,0,0,0,0.007587175,0.199151054,0,0,0,0,0,0,0,0,0,0.004299169,0,0.001009161,0,0,0,0,0,0,0,0,0,0,0,0.000216158,0,0.000797894,0,0.00264111,0,0.006002081,0.000217236,0.007289721,0.006923874,0,0.000971373,0.010525254,0.011998138,0.003996415,0.006201077,0.002445946,0.010051263,0.000136505,0,0.005470988,0.005579412,0.000364197,0.002879644,0.006707883,0.003657208,0.000928004,0,0.001990563,0.000103978,0.008290022,0,0.006132659,0.000852107,0.004646962,0.000919059,0,0.000136505,0.002662795,0.001535181,0,0.003106515,0,0.002489316,0.000125663,0,0.001372544,0.000934922,0,0.000873792,0,0.001188223,0,0.000841264,0.000494306,0,0.000928004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR17478076,PRJNA795297,COPD_Stable,0.029338403,7.19E-05,0,0,0.884012823,0.000211027,0.01319703,0.001357707,0,0.00023182,0.001031626,0.00073505,0.004931713,0,0,8.10E-05,0.000193778,5.68E-05,0.000221952,0.001359862,0,0,0.000811339,0.001129595,0.005151139,0.000921096,0.000586834,0.000345321,6.77E-05,0,0,0.000169436,0,0,0,0,0,0,0.000158822,5.24E-05,0,0,0,0,0.00280706,0,0,0,0,0,0,0,0,0.000108427,0,0,0,0.009693663,0,0,0,0,0,0.000120361,0,0,0,0.000132859,0,0.002658048,0,0,0,0,0,0,0,0,0,0,0.000228347,0.017176569,0,0,0,0,0,0,0,0,0,0,0,9.83E-05,0,0,0,0,0.002869978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001158379,0.000592702,0,0,0,0.000254237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000163797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000171778,0,0,8.29E-05,0,0,0,0,0,0,0,0,0,0,0.000168162,0,0,0.000281996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR17478077,PRJNA795297,COPD_Stable,0.199809413,0.028697982,0,0,0.008401218,0.006965881,0.158542335,0.04219212,0,0.016810379,0.014611365,0.003625246,0.008882972,0,0.007829271,0.005343051,0.031803775,0.002460642,0.006436589,0.004422516,0,0.000841782,0.028707426,0.044925613,0,0.004483592,0,0.000442221,0.005538758,0.000257406,0,0.004092709,0.000327743,0,0,0.000267485,0,0.002392281,0.003325453,0.00189465,0,0,0.003505023,0,0,0,0,0,0.002840601,0,0,0,0.008123923,0.001484177,0,0.000304315,0,0,0,0,0.001312567,0,0,0.000995344,0,0.000712535,0,0.001042647,0,0.000735945,0,0,0,0,0,0,0,0,0.000131403,0,0.020201615,0.009679698,0,0,0,0.000132783,0,0,0,0,0,0,0,0.000513697,0,0,0,0,0.008471453,0,0.000166797,0,0,0,0,0,0,0,0.003772224,0,0,0,0,0,0,0,0,0.001992578,0,0,0,0.000563756,0.000157834,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001586444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003359702,0,0,0,0,0,0,0,0,0,0.000174183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.32E-05,0,0,0,0.000724118,0.001083859,0,0.000724037,0,0,0,0.001834453,0.000405078,0,0.000173056,6.01E-05,0,0,0.000465457,0,0,0.000146923,0.002751354,0,0.000933797,0.000699627,0,0,0,0,0.000942804,0,0.000217182,0,0,0.000159234,0,0,0.000379248,0,0.0002493,0,0,0,0,0,0,0,0,0.000591549,0,0,0,0.000240293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR17478078,PRJNA795297,COPD_Stable,0.054699267,0.00458727,0,0,0.015755497,0.001168342,0.040550748,0.006695642,0,0.013544973,0.004043367,0.000848813,0.015957631,0,0,0.000208486,0.000337789,0.000384263,0.000212049,0.010898155,0,0.000342173,0.001654446,0.003890225,0.000829582,0.00134993,0.022340772,0.0064551,0.002643296,0.002734023,0.028979158,0.001248513,0,0.005236944,0,0,0,0.000208503,0,0,0,0,0.001130315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000588194,0,0.000260808,0,0,0,0.000265583,0,0,0,0,0,0,0,0,0.000114842,0,0.001394752,0,0,0,0,0.000828403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00019142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.398039597,0,0,0,0,0,0,0.002592662,0,0,0.000432739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR17478079,PRJNA795297,COPD_Stable,0.112879199,0.019731607,0.000247609,0,0.007857026,0.003151416,0.055909777,0.031727091,0,0.007172469,0.145951694,0.101989107,0.003176956,0,0.001232439,0.006209804,0.0006129,0.088291087,0.001150513,0.003767887,0.000166076,0.001619236,0.003229549,0.003362916,0.000408437,0.001169667,0.001123203,0.001034315,0.009177871,0.001865386,0.000752586,0.004232386,0.01624799,0,0,0.000544553,0,0.0007084,0.00150022,0.030110151,0,0,0.000538962,0,0.000472445,0,0,0,0,0,0.000352095,0,0.000363035,0.000163489,0,0.09971297,0,0.00010229,0,0,0.000565406,0,0,0.032480676,0,0.052792345,0,0.043708511,0,0.002328961,0,0,0,0,0,0,0,0,0.000124273,0,0.005626484,0.018413289,0,0,0,0.000515378,0,0,0,0,0,0,0,0.000962042,0,0,0,0,0.008797898,0,0,0,0,0,0,0,0,0,0.00219137,0,0,0,0,0,0,0,0,0.001227949,0,0,0,0.000336072,0.000105539,0,0,0,0.001024457,0,0,0,0,0,0,0,0,0.008366792,0.001966141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001446764,0.000811535,0,0.000361291,0,8.53E-05,0,6.07E-05,0.002275397,0,0.000800081,0,0,0,0.00019601,3.99E-05,0,0.000917525,0.001643565,0,0.001851368,0.000185599,0,0,0,0,0.000726974,0,0.000442013,0,0,0.000133544,0,0,0.000395709,0,0,0,0,0,0,0.001152705,0,0,0,0.000248066,0,0.000123132,0,0,0,0.00019601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR17478080,PRJNA795297,COPD_Stable,0.046010948,0.002129705,0,0.002114684,0.000956763,0,0.022295334,0.010543627,0,0.008597503,0,0.002995061,0,0,0.002006874,7.18E-05,0,0.001909151,0,0.00172881,0,0,0.000303018,0.003064215,0,0.000477715,0,0.002664235,0.000395325,0.004924537,0.005397931,0.00045534,0,0.012167704,0.003757346,0.008925616,0,0.000108615,0,0,0,0,0.001643875,0.000254487,0,0,0,0,0,0,0,0,0,0.004002408,0,0,0,0,0,0.003535576,0,0,0,5.45E-05,0,4.25E-05,0,0,0,0.000450606,0,0,0,0,0,0,0,0,0.000251083,0,0.00021793,0.043703181,0,0,0,0,0,0,0.015456854,0,0,0,0,0,0,0,0,0,0.060324972,0,0,0,0,0,0,0,0,0,0.01017696,0,0,0,0,0,0,0.014020418,0.106647473,0.024046765,0,0,0,0.007666866,9.90E-05,0,0,0,0.001745365,0,0,0,0,0,0,0,0,0,0.007702901,0,0,0.004353158,0,0,0,0,0,0,0,0,0,0,0,0,0.005132662,0.201421398,0,0,0,0,0,0,0,0,0,0.003838807,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000214636,0,0.001390763,0,0.050849103,0,0.004937833,0.000236811,0.005980153,0.004281054,0,0.000521654,0.011219477,0,0.010758945,0.008192662,0.002168918,0.009570796,0,0,0.006726685,0.00622139,0.000218477,0.001764682,0.001345766,0.003480445,0,0,0.007302722,0.000754091,0.001987012,0,0.005549656,0.001865741,0.001946588,0.004122713,0,0,0.002694426,0.000612608,0,0.005716157,0,0.000673243,0.000157841,0,0.001148221,0.000935263,0,0.000551972,0,0,4.67E-05,0.004614549,0.00280559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR17478081,PRJNA795297,COPD_Stable,0.023937657,0.001072648,0,0.004583837,0,0,0.030535811,0.007030178,0,0.008708757,0,0.003365954,0,0,0.002453998,5.60E-05,0,0.001239682,0,0.002779314,0,0,0.000332003,0.002237211,0,0.000955764,0,0.004324777,0.000360328,0.004658029,0.003835545,0.001459282,0,0.005392321,0.006384883,0.008905872,0,0,0,0,0,0,0.002607163,0,0,0,0,0,0,0,0,0,0,0.002857752,0,0,0,0,0,0.000515192,0,0,0,0,0,0,0,0,0,0.000570495,0,0,0,0,0,0,0,0,6.24E-05,0,0.000229695,0.026811879,0,0,0,0,0,0,0.002066627,0,0,0,0,0,0,0,0,0,0.012117427,0,0,0,0,0,0,0,0,0,0.00505574,0,0,0,0,0,0,0.001553712,0.105169618,0.007752625,0,0,0,0.001523995,8.50E-05,0,0,0,0.0012617,0,0,0,0,0,0,0,0,0,0.003729668,0,0,0.002181889,0,0,0,0,0,0,0,0,0,0,0,0,0.010458309,0.057249685,0,0,0,0,0,0,0,0,0,0.001996326,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000557793,0,0.000568442,0,0.027944121,0,0.003130681,0.000293307,0.001809798,0.012631435,0,0.06488172,0.003487892,0,0.001657344,0.003199442,0.002695204,0.004582963,0,0,0.008956391,0.002201795,0,0.018297129,0.000498995,0.004705167,0,0,0.001197964,0.000296217,0.000245174,0,0.004851212,0.00031323,0.010691829,0.00085057,0,0.000568442,0.000959767,0.001674359,0,0.000720808,0,0.000245174,0.005774755,0,0.000670526,0.001233193,0,0.006217121,0,0,0,0.000721569,0.000364273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRR17478082,PRJNA795297,COPD_Stable,0.237198344,0.015615613,0.00313192,0,0.007478147,0.000267598,0.136263301,0.023140329,0,0.011253073,0.014094873,0.109524341,0.001017772,0,0.004276308,0.003944041,0.002449787,0.008562338,0.002074859,0.020167199,0,0.037169501,0.033857881,0.008883255,0.00032482,0.016120902,0.00010334,0.012314033,0.009331644,0.001361035,0,0.012657196,0.004425964,0,0,0.000392509,0,0.000783028,0.001999422,0.009242874,0,0,0.002557307,0,0,0,0,0,0,0,0.004752418,0,0.001480262,0.000372398,0,0.003542961,0,0,0,0,0.000293224,0,0,0.004321667,0,0.004936704,0,0.003014172,0,0.001434739,0,0,0,0,0,0,0,0.000155055,0.000933643,0,0.003101943,0.010582086,0,0,0,0.011470243,0,0,0,0,0,0,0,0.000271342,0,0,0,0,0.002109003,0,0,0,0,0,0,0,0,0,0.007516151,0,0,0,0,0,0,0,0,0.000816234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001097117,0.000319911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007926742,0.000370304,0,0.000307603,0,8.20E-05,0,0,0.000510152,0,0.000654596,9.63E-05,0,0,4.61E-05,0,5.87E-05,0.001343318,0.00024821,0,0.000346815,0.000209013,0,0,0,0,5.87E-05,0,0,0,0,0.000133847,0,0,0.001100955,0,0,0,0,0,0.001766867,0.00109679,0,0,0,0,0,0.000209013,3.36E-05,0,0,0,0,0,0,9.63E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
